"","Reference","Human_mf_intensity_per1mL","Human_mf_intensity_per20uL","Mosquito_species","Mosquito_totaldissected","Mosquito_mf_infected_count","Mosquito_mf_infected_proportion","mf_mean_arithmetic_pertotaldissectedmosquito","Mosquito_larvae_infected_count","Mosquito_larvae_infected_proportion_fromtotaldissected","Larvae_mean_arithmetic_perdissectedmosquito","Human_mf20uL_log_calculated","Human_mf20uL_calculated","mfE_log_mean_calculated","mfE_mean_calculated","Larvae_mean_calculated"
"48","(Bryan & Southgate, 1988a), (Bryan & Southgate, 1988b)",725,18.2370722871947,"An. melas",9,2,0.222222222222222,0.333333333333333,NA,NA,NA,1.01540636911237,10.3611120193832,0.512282420354378,3.25298769398831,0.46539203932686
"49","(Bryan & Southgate, 1988a), (Bryan & Southgate, 1988b)",1140,27.3274569283018,"An. melas",14,7,0.5,1.78571428571429,NA,NA,NA,1.15618935312237,14.3281247174667,0.579677933340714,3.79907557745918,0.661037914639515
"50","(Bryan & Southgate, 1988b)",0,0.931322295664323,"An. gambiae",139,NA,NA,NA,2,0.0143884892086331,0.0143884892086331,-0.0309,0.931322295664323,0.111970447006052,1.29410777664106,0.0548060506689801
"51","(Bryan & Southgate, 1988b)",2,1.04649992669351,"An. gambiae",226,NA,NA,NA,0,0,0,0.0129098615015625,1.0301722843838,0.122058395704918,1.32451961955974,0.057871275012703
"52","(Bryan & Southgate, 1988b)",3,1.10636652215061,"An. gambiae",119,NA,NA,NA,1,0.00840336134453781,0.00840336134453781,0.0330247388689688,1.0790081844011,0.127079801996838,1.33992287682537,0.0594600872208886
"53","(Bryan & Southgate, 1988b)",5,1.21795530882051,"An. gambiae",218,NA,NA,NA,1,0.00458715596330275,0.00458715596330275,0.0674657717018147,1.16806166712449,0.136069759788168,1.36794853857974,0.0624138450995649
"54","(Bryan & Southgate, 1988b)",6,1.27014955241255,"An. gambiae",165,NA,NA,NA,0,0,0,0.0824291385929368,1.20900789977662,0.140120532466853,1.38076742445889,0.0637920897537319
"55","(Bryan & Southgate, 1988b)",9.5,1.43876452499684,"An. gambiae",240,NA,NA,NA,5,0.0208333333333333,0.025,0.126704893528654,1.33876667593352,0.152597808077647,1.42101220500464,0.0682306674170268
"56","(Bryan & Southgate, 1988b)",14.5,1.65367274588434,"An. gambiae",246,NA,NA,NA,1,0.0040650406504065,0.0040650406504065,0.175942882319065,1.49948761244079,0.16730548361075,1.46995988681632,0.0738588262104484
"57","(Bryan & Southgate, 1988b)",23,1.97787965419176,"An. gambiae",234,NA,NA,NA,3,0.0128205128205128,0.0128205128205128,0.23905037088707,1.73400510164517,0.187379454751095,1.53949915460044,0.0822928302918712
"58","(Bryan & Southgate, 1988b)",32,2.28774540762448,"An. gambiae",167,NA,NA,NA,2,0.0119760479041916,0.0119760479041916,0.29023115466132,1.95088268717476,0.204618860705191,1.60183899068564,0.0902958025720038
"59","(Bryan & Southgate, 1988b)",107,4.40018526428563,"An. gambiae",160,NA,NA,NA,14,0.0875,0.1125,0.519426597214624,3.3069421466951,0.291038563032963,1.95451299839707,0.143652445713878
"60","(Bryan & Southgate, 1988b)",122,4.77866634246984,"An. gambiae",230,NA,NA,NA,17,0.0739130434782609,0.1,0.548275606890136,3.53407373902216,0.302835565911711,2.00833226688474,0.153029570710033
"61","(Bryan & Southgate, 1988b)",421,11.6125026628516,"An. gambiae",169,NA,NA,NA,41,0.242603550295858,0.420118343195266,0.85815786263412,7.21369643733984,0.438764000247228,2.74640132692446,0.315873674589614
"62","(Bryan & Southgate, 1988b)",537,14.1476120869164,"An. gambiae",141,NA,NA,NA,10,0.0709219858156028,0.0780141843971631,0.926967988281723,8.45216542201906,0.470660704698198,2.95570240315788,0.373896485668028
"63","(Bryan & Southgate, 1988b)",549,14.4089612326684,"An. gambiae",229,NA,NA,NA,41,0.179039301310044,0.305676855895196,0.933345042791084,8.57719024119076,0.473639808974531,2.9760471599221,0.379818261833301
"64","(Bryan & Southgate, 1988b)",566,14.7790392399374,"An. gambiae",148,NA,NA,NA,10,0.0675675675675676,0.0743243243243243,0.942179612368347,8.75345719523943,0.477772993635027,3.00450543270367,0.388185444690845
"65","(Bryan & Southgate, 1988b)",575,14.9748961846696,"An. gambiae",130,NA,NA,NA,13,0.1,0.169230769230769,0.946765851661623,8.84638531490267,0.479921346450066,3.01940483706472,0.392605079892893
"66","(Bryan & Southgate, 1988b)",675,17.1495971073812,"An. gambiae",276,NA,NA,NA,88,0.318840579710145,0.702898550724638,0.993995972634816,9.86270339557728,0.502148353119282,3.17795946248328,0.441295856588863
"67","(Bryan & Southgate, 1988b)",725,18.2370722871945,"An. gambiae",80,NA,NA,NA,19,0.2375,0.2875,1.01540636911237,10.3611120193832,0.512282420354376,3.2529876939883,0.465392039326856
"68","(Bryan & Southgate, 1988b)",730,18.3458584476197,"An. gambiae",193,NA,NA,NA,42,0.217616580310881,0.393782383419689,1.01747735600797,10.4106382543344,0.513264480905226,3.26035192659608,0.467793639109849
"69","(Bryan & Southgate, 1988b)",1140,27.3274569283016,"An. gambiae",147,NA,NA,NA,30,0.204081632653061,0.523809523809524,1.15618935312237,14.3281247174667,0.579677933340713,3.79907557745917,0.661037914639511
"70","(Bryan & Southgate, 1988b)",0,0.931322295664323,"An. arabiensis",154,NA,NA,NA,1,0.00649350649350649,0.00649350649350649,-0.0309,0.931322295664323,0.111970447006052,1.29410777664106,0.0548060506689801
"71","(Bryan & Southgate, 1988b)",2,1.04649992669351,"An. arabiensis",214,NA,NA,NA,0,0,0,0.0129098615015625,1.0301722843838,0.122058395704918,1.32451961955974,0.057871275012703
"72","(Bryan & Southgate, 1988b)",3,1.10636652215061,"An. arabiensis",90,NA,NA,NA,1,0.0111111111111111,0.0111111111111111,0.0330247388689688,1.0790081844011,0.127079801996838,1.33992287682537,0.0594600872208886
"73","(Bryan & Southgate, 1988b)",5,1.21795530882051,"An. arabiensis",192,NA,NA,NA,0,0,0,0.0674657717018147,1.16806166712449,0.136069759788168,1.36794853857974,0.0624138450995649
"74","(Bryan & Southgate, 1988b)",6,1.27014955241255,"An. arabiensis",294,NA,NA,NA,2,0.00680272108843537,0.00680272108843537,0.0824291385929368,1.20900789977662,0.140120532466853,1.38076742445889,0.0637920897537319
"75","(Bryan & Southgate, 1988b)",9.5,1.43876452499684,"An. arabiensis",224,NA,NA,NA,3,0.0133928571428571,0.0133928571428571,0.126704893528654,1.33876667593352,0.152597808077647,1.42101220500464,0.0682306674170268
"76","(Bryan & Southgate, 1988b)",14.5,1.65367274588433,"An. arabiensis",103,NA,NA,NA,0,0,0,0.175942882319065,1.49948761244079,0.167305483610749,1.46995988681632,0.0738588262104482
"77","(Bryan & Southgate, 1988b)",23,1.97787965419176,"An. arabiensis",204,NA,NA,NA,2,0.00980392156862745,0.00980392156862745,0.23905037088707,1.73400510164517,0.187379454751095,1.53949915460044,0.0822928302918712
"78","(Bryan & Southgate, 1988b)",32,2.28774540762448,"An. arabiensis",63,NA,NA,NA,0,0,0,0.29023115466132,1.95088268717476,0.204618860705191,1.60183899068564,0.0902958025720038
"79","(Bryan & Southgate, 1988b)",107,4.40018526428564,"An. arabiensis",108,NA,NA,NA,7,0.0648148148148148,0.0740740740740741,0.519426597214624,3.3069421466951,0.291038563032964,1.95451299839707,0.143652445713879
"80","(Bryan & Southgate, 1988b)",122,4.77866634246984,"An. arabiensis",228,NA,NA,NA,17,0.0745614035087719,0.087719298245614,0.548275606890136,3.53407373902216,0.302835565911711,2.00833226688474,0.153029570710033
"81","(Bryan & Southgate, 1988b)",537,14.1476120869163,"An. arabiensis",160,NA,NA,NA,22,0.1375,0.20625,0.926967988281723,8.45216542201906,0.470660704698197,2.95570240315787,0.373896485668026
"82","(Bryan & Southgate, 1988b)",549,14.4089612326685,"An. arabiensis",179,NA,NA,NA,14,0.0782122905027933,0.100558659217877,0.933345042791084,8.57719024119076,0.473639808974532,2.9760471599221,0.379818261833303
"83","(Bryan & Southgate, 1988b)",566,14.7790392399375,"An. arabiensis",138,NA,NA,NA,18,0.130434782608696,0.166666666666667,0.942179612368347,8.75345719523943,0.477772993635028,3.00450543270368,0.388185444690847
"84","(Bryan & Southgate, 1988b)",575,14.9748961846696,"An. arabiensis",35,NA,NA,NA,8,0.228571428571429,0.285714285714286,0.946765851661623,8.84638531490267,0.479921346450066,3.01940483706472,0.392605079892893
"85","(Bryan & Southgate, 1988b)",725,18.2370722871945,"An. arabiensis",133,NA,NA,NA,38,0.285714285714286,0.533834586466165,1.01540636911237,10.3611120193832,0.512282420354376,3.2529876939883,0.465392039326856
"86","(Bryan & Southgate, 1988b)",730,18.3458584476197,"An. arabiensis",241,NA,NA,NA,43,0.178423236514523,0.344398340248963,1.01747735600797,10.4106382543344,0.513264480905226,3.26035192659608,0.467793639109849
"87","(Bryan & Southgate, 1988b)",1140,27.3274569283016,"An. arabiensis",115,NA,NA,NA,26,0.226086956521739,0.808695652173913,1.15618935312237,14.3281247174667,0.579677933340713,3.79907557745917,0.661037914639511
"88","(Bryan & Southgate, 1988b)",0,0.931322295664323,"An. melas",49,NA,NA,NA,2,0.0408163265306122,0.0612244897959184,-0.0309,0.931322295664323,0.111970447006052,1.29410777664106,0.0548060506689801
"89","(Bryan & Southgate, 1988b)",3,1.10636652215061,"An. melas",44,NA,NA,NA,0,0,0,0.0330247388689688,1.0790081844011,0.127079801996838,1.33992287682537,0.0594600872208886
"90","(Bryan & Southgate, 1988b)",32,2.28774540762448,"An. melas",20,NA,NA,NA,0,0,0,0.29023115466132,1.95088268717476,0.204618860705191,1.60183899068564,0.0902958025720038
"91","(Bryan & Southgate, 1988b)",107,4.40018526428564,"An. melas",110,NA,NA,NA,24,0.218181818181818,0.272727272727273,0.519426597214624,3.3069421466951,0.291038563032964,1.95451299839707,0.143652445713879
"92","(Bryan & Southgate, 1988b)",421,11.6125026628516,"An. melas",1,NA,NA,NA,0,0,0,0.85815786263412,7.21369643733984,0.438764000247228,2.74640132692446,0.315873674589614
"93","(Bryan & Southgate, 1988b)",537,14.1476120869163,"An. melas",11,NA,NA,NA,5,0.454545454545455,0.727272727272727,0.926967988281723,8.45216542201906,0.470660704698197,2.95570240315787,0.373896485668026
"94","(Bryan & Southgate, 1988b)",566,14.7790392399375,"An. melas",16,NA,NA,NA,3,0.1875,0.25,0.942179612368347,8.75345719523943,0.477772993635028,3.00450543270368,0.388185444690847
"95","(Bryan & Southgate, 1988b)",575,14.9748961846696,"An. melas",12,NA,NA,NA,1,0.0833333333333333,0.0833333333333333,0.946765851661623,8.84638531490267,0.479921346450066,3.01940483706472,0.392605079892893
"96","(Bryan & Southgate, 1988b)",675,17.1495971073812,"An. melas",19,NA,NA,NA,8,0.421052631578947,1.36842105263158,0.993995972634816,9.86270339557728,0.502148353119282,3.17795946248328,0.441295856588863
"97","(Bryan & Southgate, 1988b)",725,18.2370722871945,"An. melas",6,NA,NA,NA,2,0.333333333333333,0.333333333333333,1.01540636911237,10.3611120193832,0.512282420354376,3.2529876939883,0.465392039326856
